seed,cost_suez,cost_cape,cost_basestock,cost_oracle,headroom,best_fixed,stress_disruption,stress_freight,stress_port,stress_quality,stress_supplier,stress_demand,max_overlap,overlap_weeks,spot_died,port_block_longest,fog_disruption,fog_freight,fog_port,fog_quality,fog_supplier,fog_demand,fog
12,6403.416,7265.124000000002,5496.499200000002,4463.973999999999,1032.5252000000028,6403.416,2,0,1,2,1,6,3,3,0,1,0.0,nan,0.0,0.5,0.0,0.3333333333333333,0.16666666666666666
13,10765.648000000001,12440.471999999998,9782.3672,9185.2176,597.1496000000006,10765.648000000001,4,0,7,8,4,11,3,10,0,7,0.0,0.25,0.3333333333333333,0.3333333333333333,0.25,1.5,0.4444444444444444
14,5661.984,6665.976,5618.3856,4308.139999999999,1310.2456000000002,5661.984,5,0,1,0,2,6,3,1,0,1,0.0,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.19444444444444442
15,7363.464,7460.696,5991.874,5367.272,624.6019999999999,7363.464,7,0,2,0,0,8,2,4,0,1,0.0,0.14285714285714285,0.0,nan,0.0,0.0,0.02857142857142857
16,11371.744,12700.616000000002,9767.405599999998,9510.6184,256.78719999999885,11371.744,3,1,10,0,2,4,2,3,0,8,0.0,0.4,0.0,1.0,0.0,0.5,0.31666666666666665
17,6585.9439999999995,8436.916000000001,6066.184400000001,5747.750399999999,318.434000000002,6585.9439999999995,0,6,0,0,1,4,1,0,0,0,0.0,0.25,nan,nan,0.0,1.0,0.3125
18,11583.223999999998,13493.336000000003,9812.176,7662.050400000001,2150.1255999999985,11583.223999999998,1,0,13,0,2,0,2,3,0,8,0.0,0.0,0.0,0.0,0.0,nan,0.0
19,6292.936,8004.904000000001,6003.572799999998,5419.133199999999,584.4395999999988,6292.936,3,0,6,0,0,4,2,3,0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666
20,11967.216,13946.323999999999,8799.312000000002,7449.0232000000005,1350.2888000000012,11967.216,2,1,10,2,0,0,2,1,0,8,0.0,0.125,0.0,1.5,nan,nan,0.40625
21,6979.552000000001,7757.828000000001,6488.433200000001,3718.65,2769.783200000001,6979.552000000001,6,0,1,3,1,8,3,4,0,1,0.0,0.0,0.0,0.6666666666666666,0.0,0.5,0.19444444444444442
22,7339.847999999999,6956.271999999998,7428.973999999999,7145.092799999999,283.8811999999998,6956.271999999998,19,0,0,0,5,0,2,4,0,0,0.0,nan,nan,nan,0.0,nan,0.0
23,5112.864,6912.296,5156.094,4638.7264,517.3676000000005,5112.864,0,0,2,0,17,4,2,4,1,2,0.0,0.4,0.0,0.0,0.0,0.5,0.15
24,5284.144000000001,7012.715999999999,5155.000800000001,3945.1632000000004,1209.8376000000003,5284.144000000001,1,0,0,0,0,0,1,0,0,0,0.0,nan,nan,nan,0.0,nan,0.0
25,6650.144,7635.216,6099.524,4706.721200000001,1392.8027999999995,6650.144,2,0,5,0,1,0,1,0,0,2,0.0,0.5,0.0,nan,0.0,nan,0.125
26,7203.8240000000005,9952.236000000003,7451.292000000001,7281.7228000000005,169.56920000000082,7203.8240000000005,2,5,2,2,14,9,3,11,1,2,0.0,0.375,0.0,0.6666666666666666,0.0,1.25,0.3819444444444444
