model,seed,week,shipping,surcharge,holding,in_transit,stockout,couple,demurrage,rework,briefing,audit,air,inspect,dual_source,total
openai-gpt-5.4,0,1,109.18,0.0,59.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.18
openai-gpt-5.4,0,2,0.0,0.0,41.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0
openai-gpt-5.4,0,3,0.0,0.0,19.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
openai-gpt-5.4,0,4,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0
openai-gpt-5.4,0,5,253.02,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.02
openai-gpt-5.4,0,6,0.0,0.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
openai-gpt-5.4,0,7,0.0,0.0,6.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
openai-gpt-5.4,0,8,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0
openai-gpt-5.4,0,9,147.6,0.0,42.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.6
openai-gpt-5.4,0,10,0.0,0.0,19.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
openai-gpt-5.4,0,11,0.0,0.0,2.0,75.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,102.0
openai-gpt-5.4,0,12,206.05,0.0,60.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,336.05
openai-gpt-5.4,0,13,0.0,0.0,32.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
openai-gpt-5.4,0,14,108.9,0.0,11.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,263.9
openai-gpt-5.4,0,15,0.0,0.0,54.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
openai-gpt-5.4,0,16,85.79,0.0,28.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.79
openai-gpt-5.4,0,17,0.0,0.0,75.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0
openai-gpt-5.4,0,18,0.0,0.0,55.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
openai-gpt-5.4,0,19,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0
openai-gpt-5.4,0,20,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
openai-gpt-5.4,0,21,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0
openai-gpt-5.4,0,22,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0
openai-gpt-5.4,0,23,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0
openai-gpt-5.4,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0
openai-gpt-5.4,0,25,0.0,0.0,0.0,0.0,220.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,520.0
openai-gpt-5.4,0,26,0.0,0.0,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,660.0
openai-gpt-5.4,1,1,145.34,0.0,64.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.34
openai-gpt-5.4,1,2,0.0,0.0,43.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
openai-gpt-5.4,1,3,57.6,0.0,20.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.6
openai-gpt-5.4,1,4,0.0,0.0,58.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
openai-gpt-5.4,1,5,4.68,0.0,49.0,92.0,0.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1825.68
openai-gpt-5.4,1,6,0.0,0.0,87.0,32.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,144.0
openai-gpt-5.4,1,7,340.91,0.0,65.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,501.91
openai-gpt-5.4,1,8,0.0,0.0,79.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,143.0
openai-gpt-5.4,1,9,88.24,0.0,51.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,252.24
openai-gpt-5.4,1,10,0.0,0.0,22.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,135.0
openai-gpt-5.4,1,11,0.0,0.0,52.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,105.0
openai-gpt-5.4,1,12,250.2,0.0,74.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,388.2
openai-gpt-5.4,1,13,0.0,0.0,54.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,118.0
openai-gpt-5.4,1,14,100.2,0.0,32.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,256.2
openai-gpt-5.4,1,15,0.0,0.0,70.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,134.0
openai-gpt-5.4,1,16,0.0,0.0,51.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0
openai-gpt-5.4,1,17,0.0,0.0,39.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,4.0,223.0
openai-gpt-5.4,1,18,0.0,0.0,22.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,4.0,206.0
openai-gpt-5.4,1,19,0.0,0.0,30.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,514.0
openai-gpt-5.4,1,20,0.0,0.0,27.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,511.0
openai-gpt-5.4,1,21,0.0,0.0,14.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,498.0
openai-gpt-5.4,1,22,0.0,0.0,4.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,488.0
openai-gpt-5.4,1,23,0.0,0.0,0.0,60.0,140.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,624.0
openai-gpt-5.4,1,24,0.0,0.0,0.0,60.0,220.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,704.0
openai-gpt-5.4,1,25,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,363.0
openai-gpt-5.4,1,26,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0
openai-gpt-5.4,9,1,132.79,0.0,59.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.79
openai-gpt-5.4,9,2,40.87,0.0,36.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.87
openai-gpt-5.4,9,3,62.04,0.0,18.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.04
openai-gpt-5.4,9,4,0.0,0.0,26.0,95.0,0.0,0.0,112.0,0.0,0.0,0.0,300.0,0.0,0.0,533.0
openai-gpt-5.4,9,5,0.0,0.0,79.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
openai-gpt-5.4,9,6,47.27,0.0,75.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.27
openai-gpt-5.4,9,7,0.0,0.0,55.0,8.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,88.0
openai-gpt-5.4,9,8,474.5,0.0,35.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,581.5
openai-gpt-5.4,9,9,0.0,0.0,42.0,60.0,0.0,0.0,0.0,15.0,0.0,0.0,300.0,0.0,4.0,421.0
openai-gpt-5.4,9,10,668.02,0.0,17.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,789.02
openai-gpt-5.4,9,11,0.0,0.0,63.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,107.0
openai-gpt-5.4,9,12,0.0,0.0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,87.0
openai-gpt-5.4,9,13,95.96,0.0,63.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,212.96
openai-gpt-5.4,9,14,0.0,0.0,43.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0
openai-gpt-5.4,9,15,4.78,0.0,21.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,81.78
openai-gpt-5.4,9,16,343.56,0.0,75.0,62.0,0.0,0.0,0.0,15.0,0.0,0.0,300.0,0.0,4.0,799.56
openai-gpt-5.4,9,17,0.0,0.0,54.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,120.0
openai-gpt-5.4,9,18,0.0,0.0,34.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,98.0
openai-gpt-5.4,9,19,220.58,0.0,74.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,358.58
openai-gpt-5.4,9,20,0.0,0.0,46.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,110.0
openai-gpt-5.4,9,21,0.0,0.0,23.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,87.0
openai-gpt-5.4,9,22,0.0,0.0,22.0,60.0,0.0,0.0,120.0,0.0,0.0,0.0,300.0,0.0,4.0,506.0
openai-gpt-5.4,9,23,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,389.0
openai-gpt-5.4,9,24,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,70.0
openai-gpt-5.4,9,25,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0
openai-gpt-5.4,9,26,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
openai-gpt-5.4,11,1,151.7,0.0,58.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.7
openai-gpt-5.4,11,2,243.36,0.0,37.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.36
openai-gpt-5.4,11,3,0.0,0.0,17.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
openai-gpt-5.4,11,4,0.0,0.0,53.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0
openai-gpt-5.4,11,5,0.0,0.0,79.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,94.0
openai-gpt-5.4,11,6,41.95,0.0,62.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.95
openai-gpt-5.4,11,7,308.04,0.0,38.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,418.04
openai-gpt-5.4,11,8,0.0,0.0,20.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,92.0
openai-gpt-5.4,11,9,449.4,0.0,7.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,570.4
openai-gpt-5.4,11,10,0.0,0.0,45.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,99.0
openai-gpt-5.4,11,11,0.0,0.0,26.0,50.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,110.0
openai-gpt-5.4,11,12,286.43,0.0,72.0,40.0,0.0,0.0,0.0,15.0,0.0,0.0,300.0,0.0,4.0,717.43
openai-gpt-5.4,11,13,0.0,0.0,53.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0
openai-gpt-5.4,11,14,291.1,0.0,35.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,420.1
openai-gpt-5.4,11,15,0.0,0.0,19.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,113.0
openai-gpt-5.4,11,16,0.0,0.0,37.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,91.0
openai-gpt-5.4,11,17,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,69.0
openai-gpt-5.4,11,18,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0
openai-gpt-5.4,11,19,645.42,0.0,21.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,716.42
openai-gpt-5.4,11,20,0.0,0.0,26.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,376.0
openai-gpt-5.4,11,21,0.0,0.0,22.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,372.0
openai-gpt-5.4,11,22,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,55.0
openai-gpt-5.4,11,23,54.96,0.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,113.96
openai-gpt-5.4,11,24,0.0,0.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0
openai-gpt-5.4,11,25,0.0,0.0,18.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,346.0
openai-gpt-5.4,11,26,0.0,0.0,17.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,4.0,66.0
openai-gpt-5.4,12,1,109.25,0.0,61.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.25
openai-gpt-5.4,12,2,70.84,0.0,31.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.84
openai-gpt-5.4,12,3,175.91,0.0,7.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,306.91
openai-gpt-5.4,12,4,25.38,0.0,53.0,72.0,0.0,0.0,0.0,15.0,0.0,0.0,300.0,0.0,4.0,469.38
openai-gpt-5.4,12,5,282.46,0.0,74.0,80.0,0.0,0.0,0.0,15.0,0.0,25.0,0.0,0.0,4.0,480.46
openai-gpt-5.4,12,6,0.0,0.0,51.0,80.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,161.0
openai-gpt-5.4,12,7,286.8,20.0,54.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,464.8
openai-gpt-5.4,12,8,0.0,0.0,33.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,137.0
openai-gpt-5.4,12,9,0.0,0.0,48.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,112.0
openai-gpt-5.4,12,10,104.28,0.0,35.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,242.28
openai-gpt-5.4,12,11,0.0,0.0,65.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0
openai-gpt-5.4,12,12,98.38,0.0,50.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.38
openai-gpt-5.4,12,13,0.0,0.0,85.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0
openai-gpt-5.4,12,14,105.12,0.0,71.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,266.12
openai-gpt-5.4,12,15,0.0,0.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0
openai-gpt-5.4,12,16,0.0,0.0,84.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0
openai-gpt-5.4,12,17,0.0,0.0,69.0,40.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0
openai-gpt-5.4,12,18,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
openai-gpt-5.4,12,19,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0
openai-gpt-5.4,12,20,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
openai-gpt-5.4,12,21,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0
openai-gpt-5.4,12,22,74.95,0.0,4.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.95
openai-gpt-5.4,12,23,0.0,0.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,343.0
openai-gpt-5.4,12,24,0.0,0.0,12.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,342.0
openai-gpt-5.4,12,25,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,347.0
openai-gpt-5.4,12,26,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0
openai-gpt-5.4,14,1,83.53,0.0,61.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.53
openai-gpt-5.4,14,2,38.9,0.0,38.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.9
openai-gpt-5.4,14,3,22.67,0.0,16.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.67
openai-gpt-5.4,14,4,44.72,0.0,37.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.72
openai-gpt-5.4,14,5,32.34,0.0,36.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.34
openai-gpt-5.4,14,6,13.07,0.0,30.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.07
openai-gpt-5.4,14,7,94.2,48.0,17.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.2
openai-gpt-5.4,14,8,79.76,40.0,0.0,114.0,80.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,338.76
openai-gpt-5.4,14,9,143.29,20.0,0.0,147.0,220.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.29
openai-gpt-5.4,14,10,73.48,0.0,31.0,151.0,0.0,0.0,0.0,0.0,0.0,25.0,300.0,0.0,0.0,580.48
openai-gpt-5.4,14,11,0.0,0.0,23.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0
openai-gpt-5.4,14,12,0.0,0.0,72.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.0
openai-gpt-5.4,14,13,0.0,0.0,82.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
openai-gpt-5.4,14,14,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0
openai-gpt-5.4,14,15,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
openai-gpt-5.4,14,16,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0
openai-gpt-5.4,14,17,34.49,0.0,10.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.49
openai-gpt-5.4,14,18,22.15,0.0,0.0,71.0,340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433.15
openai-gpt-5.4,14,19,57.02,0.0,0.0,102.0,80.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,539.02
openai-gpt-5.4,14,20,0.0,0.0,10.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,80.0
openai-gpt-5.4,14,21,0.0,0.0,25.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0
openai-gpt-5.4,14,22,203.76,0.0,36.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,278.76
openai-gpt-5.4,14,23,0.0,0.0,18.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,57.0
openai-gpt-5.4,14,24,0.0,0.0,8.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,47.0
openai-gpt-5.4,14,25,0.0,0.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,341.0
openai-gpt-5.4,14,26,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0
openai-gpt-5.4,21,1,145.23,0.0,58.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.23
openai-gpt-5.4,21,2,0.0,0.0,40.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
openai-gpt-5.4,21,3,128.18,0.0,12.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.18
openai-gpt-5.4,21,4,0.0,0.0,48.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0
openai-gpt-5.4,21,5,0.0,0.0,29.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0
openai-gpt-5.4,21,6,102.59,0.0,58.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.59
openai-gpt-5.4,21,7,0.0,0.0,35.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
openai-gpt-5.4,21,8,59.8,0.0,20.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,185.8
openai-gpt-5.4,21,9,0.0,0.0,58.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
openai-gpt-5.4,21,10,56.2,0.0,35.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.2
openai-gpt-5.4,21,11,0.0,0.0,1.0,98.0,0.0,0.0,94.0,0.0,0.0,25.0,0.0,0.0,0.0,218.0
openai-gpt-5.4,21,12,59.16,0.0,34.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,504.16
openai-gpt-5.4,21,13,0.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0
openai-gpt-5.4,21,14,0.0,0.0,32.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0
openai-gpt-5.4,21,15,45.26,0.0,59.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.26
openai-gpt-5.4,21,16,63.28,0.0,23.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.28
openai-gpt-5.4,21,17,0.0,0.0,0.0,106.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0
openai-gpt-5.4,21,18,102.82,0.0,54.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,582.82
openai-gpt-5.4,21,19,0.0,0.0,91.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0
openai-gpt-5.4,21,20,0.0,0.0,73.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0
openai-gpt-5.4,21,21,0.0,0.0,126.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,156.0
openai-gpt-5.4,21,22,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0
openai-gpt-5.4,21,23,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0
openai-gpt-5.4,21,24,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0
openai-gpt-5.4,21,25,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0
openai-gpt-5.4,21,26,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0
openai-gpt-5.4,24,1,127.7,0.0,54.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.7
openai-gpt-5.4,24,2,0.0,0.0,33.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
openai-gpt-5.4,24,3,175.61,0.0,9.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.61
openai-gpt-5.4,24,4,0.0,0.0,53.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0
openai-gpt-5.4,24,5,75.71,0.0,38.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.71
openai-gpt-5.4,24,6,0.0,0.0,78.0,35.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,142.0
openai-gpt-5.4,24,7,247.08,0.0,49.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,385.08
openai-gpt-5.4,24,8,0.0,0.0,66.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,120.0
openai-gpt-5.4,24,9,0.0,0.0,43.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0
openai-gpt-5.4,24,10,53.01,0.0,74.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,177.01
openai-gpt-5.4,24,11,151.32,0.0,57.0,106.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,343.32
openai-gpt-5.4,24,12,0.0,0.0,31.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,141.0
openai-gpt-5.4,24,13,0.0,0.0,52.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,116.0
openai-gpt-5.4,24,14,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,97.0
