model,seed,week,shipping,surcharge,holding,in_transit,stockout,couple,demurrage,rework,briefing,audit,air,inspect,dual_source,total
openai-gpt-5.4,154,20,0.0,0.0,0.0,66.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,130.0
openai-gpt-5.4,154,21,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,367.0
openai-gpt-5.4,154,22,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,42.0
openai-gpt-5.4,154,23,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0
openai-gpt-5.4,154,24,267.42,0.0,21.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,632.42
openai-gpt-5.4,154,25,0.0,0.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,373.0
openai-gpt-5.4,154,26,0.0,0.0,12.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0
openai-gpt-5.4,157,1,128.35,0.0,58.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.35
openai-gpt-5.4,157,2,86.86,0.0,33.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.86
openai-gpt-5.4,157,3,52.85,0.0,16.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.85
openai-gpt-5.4,157,4,60.77,0.0,37.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.77
openai-gpt-5.4,157,5,47.06,0.0,52.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.06
openai-gpt-5.4,157,6,51.01,0.0,64.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.01
openai-gpt-5.4,157,7,0.0,0.0,72.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0
openai-gpt-5.4,157,8,0.0,0.0,67.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0
openai-gpt-5.4,157,9,79.36,0.0,67.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.36
openai-gpt-5.4,157,10,0.0,0.0,52.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
openai-gpt-5.4,157,11,0.0,0.0,38.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0
openai-gpt-5.4,157,12,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
openai-gpt-5.4,157,13,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
openai-gpt-5.4,157,14,147.27,0.0,3.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.27
openai-gpt-5.4,157,15,63.66,0.0,0.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,467.66
openai-gpt-5.4,157,16,-6.06,0.0,1.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,378.94
openai-gpt-5.4,157,17,53.28,0.0,0.0,106.0,400.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.28
openai-gpt-5.4,157,18,0.0,0.0,44.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0
openai-gpt-5.4,157,19,37.87,0.0,44.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.87
openai-gpt-5.4,157,20,23.62,0.0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.62
openai-gpt-5.4,157,21,3.6,0.0,20.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.6
openai-gpt-5.4,157,22,20.82,0.0,23.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.82
openai-gpt-5.4,157,23,22.33,0.0,19.0,48.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,104.33
openai-gpt-5.4,157,24,0.0,0.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,83.0
openai-gpt-5.4,157,25,0.0,0.0,28.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,338.0
openai-gpt-5.4,157,26,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0
openai-gpt-5.4,160,1,137.5,0.0,67.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.5
openai-gpt-5.4,160,2,133.93,0.0,45.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302.93
openai-gpt-5.4,160,3,0.0,0.0,20.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0
openai-gpt-5.4,160,4,233.04,0.0,69.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,398.04
openai-gpt-5.4,160,5,0.0,0.0,100.0,40.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,165.0
openai-gpt-5.4,160,6,176.15,0.0,76.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,357.15
openai-gpt-5.4,160,7,0.0,0.0,102.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0
openai-gpt-5.4,160,8,0.0,0.0,81.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0
openai-gpt-5.4,160,9,193.01,0.0,116.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,378.01
openai-gpt-5.4,160,10,0.0,0.0,100.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0
openai-gpt-5.4,160,11,276.96,0.0,78.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,503.96
openai-gpt-5.4,160,12,0.0,0.0,128.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0
openai-gpt-5.4,160,13,0.0,0.0,112.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.0
openai-gpt-5.4,160,14,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
openai-gpt-5.4,160,15,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0
openai-gpt-5.4,160,16,0.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.0
openai-gpt-5.4,160,17,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
openai-gpt-5.4,160,18,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0
openai-gpt-5.4,160,19,103.94,0.0,62.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.94
openai-gpt-5.4,160,20,288.17,0.0,45.0,92.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,454.17
openai-gpt-5.4,160,21,0.0,0.0,26.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,122.0
openai-gpt-5.4,160,22,0.0,0.0,37.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,101.0
openai-gpt-5.4,160,23,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,77.0
openai-gpt-5.4,160,24,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,59.0
openai-gpt-5.4,160,25,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,39.0
openai-gpt-5.4,160,26,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0
openai-gpt-5.4,163,1,150.29,0.0,62.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.29
openai-gpt-5.4,163,2,98.33,0.0,46.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,241.33
openai-gpt-5.4,163,3,47.9,0.0,31.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.9
openai-gpt-5.4,163,4,25.21,0.0,68.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.21
openai-gpt-5.4,163,5,25.21,0.0,86.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.21
openai-gpt-5.4,163,6,0.0,0.0,76.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
openai-gpt-5.4,163,7,0.0,0.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
openai-gpt-5.4,163,8,42.09,0.0,57.0,33.0,0.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,552.09
openai-gpt-5.4,163,9,143.34,0.0,39.0,62.0,0.0,60.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,359.34
openai-gpt-5.4,163,10,140.48,0.0,24.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.48
openai-gpt-5.4,163,11,274.56,0.0,38.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,413.56
openai-gpt-5.4,163,12,0.0,0.0,14.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0
openai-gpt-5.4,163,13,226.26,0.0,36.0,97.0,0.0,300.0,0.0,0.0,30.0,0.0,300.0,0.0,0.0,989.26
openai-gpt-5.4,163,14,0.0,0.0,85.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0
openai-gpt-5.4,163,15,0.0,0.0,57.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
openai-gpt-5.4,163,16,0.0,0.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0
openai-gpt-5.4,163,17,430.48,0.0,12.0,53.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,545.48
openai-gpt-5.4,163,18,0.0,0.0,12.0,53.0,0.0,0.0,50.0,0.0,0.0,0.0,300.0,0.0,0.0,415.0
openai-gpt-5.4,163,19,0.0,0.0,11.0,53.0,0.0,0.0,50.0,0.0,0.0,0.0,300.0,0.0,0.0,414.0
openai-gpt-5.4,163,20,0.0,0.0,13.0,53.0,0.0,0.0,106.0,0.0,30.0,0.0,300.0,0.0,0.0,502.0
openai-gpt-5.4,163,21,0.0,0.0,10.0,53.0,0.0,0.0,106.0,0.0,0.0,0.0,300.0,0.0,0.0,469.0
openai-gpt-5.4,163,22,380.09,0.0,14.0,103.0,0.0,0.0,106.0,0.0,0.0,0.0,300.0,0.0,0.0,903.09
openai-gpt-5.4,163,23,0.0,0.0,14.0,103.0,0.0,0.0,106.0,0.0,0.0,0.0,300.0,0.0,0.0,523.0
openai-gpt-5.4,163,24,0.0,0.0,21.0,103.0,0.0,0.0,106.0,0.0,0.0,0.0,300.0,0.0,0.0,530.0
openai-gpt-5.4,163,25,0.0,0.0,52.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
openai-gpt-5.4,163,26,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0
openai-gpt-5.4,164,1,231.79,0.0,60.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,370.79
openai-gpt-5.4,164,2,228.85,0.0,36.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,421.85
openai-gpt-5.4,164,3,0.0,0.0,17.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0
openai-gpt-5.4,164,4,0.0,0.0,75.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
openai-gpt-5.4,164,5,1.26,0.0,129.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.26
openai-gpt-5.4,164,6,0.0,0.0,109.0,6.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,140.0
openai-gpt-5.4,164,7,211.54,0.0,97.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,378.54
openai-gpt-5.4,164,8,0.0,0.0,82.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,146.0
openai-gpt-5.4,164,9,147.1,0.0,63.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,324.1
openai-gpt-5.4,164,10,0.0,0.0,103.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,157.0
openai-gpt-5.4,164,11,0.0,0.0,81.0,50.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,165.0
openai-gpt-5.4,164,12,195.66,0.0,113.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,362.66
openai-gpt-5.4,164,13,0.0,0.0,95.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,149.0
openai-gpt-5.4,164,14,0.0,0.0,72.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,4.0,166.0
openai-gpt-5.4,164,15,276.94,0.0,101.0,60.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,4.0,471.94
openai-gpt-5.4,164,16,0.0,0.0,74.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,4.0,168.0
openai-gpt-5.4,164,17,0.0,0.0,51.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,115.0
openai-gpt-5.4,164,18,352.5,0.0,29.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,505.5
openai-gpt-5.4,164,19,0.0,0.0,68.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,132.0
openai-gpt-5.4,164,20,0.0,0.0,46.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,110.0
openai-gpt-5.4,164,21,0.0,0.0,23.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,87.0
openai-gpt-5.4,164,22,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,72.0
openai-gpt-5.4,164,23,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,52.0
openai-gpt-5.4,164,24,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0
openai-gpt-5.4,164,25,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,84.0
openai-gpt-5.4,164,26,0.0,0.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,504.0
openai-gpt-5.4,168,1,191.9,0.0,67.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.9
openai-gpt-5.4,168,2,0.0,0.0,45.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0
openai-gpt-5.4,168,3,186.16,0.0,29.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.16
openai-gpt-5.4,168,4,0.0,0.0,76.0,58.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,149.0
openai-gpt-5.4,168,5,134.53,0.0,53.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.53
openai-gpt-5.4,168,6,0.0,0.0,87.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0
openai-gpt-5.4,168,7,104.46,0.0,65.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.46
openai-gpt-5.4,168,8,0.0,0.0,82.0,40.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,167.0
openai-gpt-5.4,168,9,0.0,0.0,59.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0
openai-gpt-5.4,168,10,0.0,80.0,37.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,161.0
openai-gpt-5.4,168,11,593.55,0.0,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,726.55
openai-gpt-5.4,168,12,0.0,0.0,9.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,433.0
openai-gpt-5.4,168,13,0.0,0.0,50.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,434.0
openai-gpt-5.4,168,14,0.0,0.0,30.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,114.0
openai-gpt-5.4,168,15,557.7,0.0,11.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,722.7
openai-gpt-5.4,168,16,0.0,0.0,85.0,70.0,0.0,0.0,0.0,15.0,0.0,0.0,225.0,0.0,4.0,399.0
openai-gpt-5.4,168,17,0.0,0.0,65.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,139.0
openai-gpt-5.4,168,18,0.0,0.0,49.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,123.0
openai-gpt-5.4,168,19,0.0,0.0,24.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,98.0
openai-gpt-5.4,168,20,688.7,0.0,65.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,817.7
openai-gpt-5.4,168,21,0.0,0.0,31.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,95.0
openai-gpt-5.4,168,22,597.56,0.0,1.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,712.56
openai-gpt-5.4,168,23,0.0,0.0,0.0,110.0,160.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,574.0
openai-gpt-5.4,168,24,0.0,0.0,0.0,110.0,100.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,514.0
openai-gpt-5.4,168,25,0.0,0.0,44.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,398.0
openai-gpt-5.4,168,26,0.0,0.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,64.0
openai-gpt-5.4,169,1,173.14,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.14
openai-gpt-5.4,169,2,0.0,0.0,42.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0
openai-gpt-5.4,169,3,163.05,0.0,17.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.05
openai-gpt-5.4,169,4,0.0,0.0,61.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0
openai-gpt-5.4,169,5,75.54,0.0,39.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204.54
openai-gpt-5.4,169,6,76.06,0.0,69.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,212.06
openai-gpt-5.4,169,7,60.74,0.0,53.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.74
openai-gpt-5.4,169,8,0.0,0.0,78.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.0
openai-gpt-5.4,169,9,74.36,0.0,87.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.36
openai-gpt-5.4,169,10,0.0,0.0,83.0,32.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,140.0
openai-gpt-5.4,169,11,0.0,0.0,57.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
openai-gpt-5.4,169,12,164.86,0.0,68.0,50.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,297.86
openai-gpt-5.4,169,13,0.0,0.0,41.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0
openai-gpt-5.4,169,14,0.0,0.0,18.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
openai-gpt-5.4,169,15,74.43,0.0,36.0,36.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,176.43
openai-gpt-5.4,169,16,304.3,0.0,13.0,96.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,4.0,442.3
openai-gpt-5.4,169,17,0.0,0.0,9.0,96.0,0.0,0.0,0.0,0.0,30.0,0.0,300.0,0.0,4.0,439.0
openai-gpt-5.4,169,18,0.0,0.0,0.0,96.0,280.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,4.0,452.0
openai-gpt-5.4,169,19,0.0,0.0,0.0,96.0,40.0,0.0,192.0,0.0,0.0,0.0,300.0,0.0,4.0,632.0
openai-gpt-5.4,169,20,0.0,0.0,0.0,96.0,0.0,0.0,192.0,0.0,0.0,0.0,300.0,0.0,4.0,592.0
openai-gpt-5.4,169,21,0.0,0.0,0.0,96.0,20.0,0.0,192.0,0.0,0.0,0.0,300.0,0.0,4.0,612.0
openai-gpt-5.4,169,22,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,400.0
openai-gpt-5.4,169,23,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,78.0
openai-gpt-5.4,169,24,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0
openai-gpt-5.4,169,25,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0
openai-gpt-5.4,169,26,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,18.0
openai-gpt-5.4,170,1,367.58,0.0,55.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,482.58
openai-gpt-5.4,170,2,0.0,0.0,34.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0
openai-gpt-5.4,170,3,0.0,0.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0
openai-gpt-5.4,170,4,1053.22,0.0,41.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1164.22
openai-gpt-5.4,170,5,0.0,0.0,12.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0
openai-gpt-5.4,170,6,0.0,0.0,11.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,381.0
openai-gpt-5.4,170,7,0.0,0.0,7.0,70.0,0.0,0.0,140.0,0.0,0.0,0.0,300.0,0.0,0.0,517.0
openai-gpt-5.4,170,8,0.0,0.0,9.0,70.0,0.0,0.0,140.0,0.0,0.0,0.0,300.0,0.0,0.0,519.0
openai-gpt-5.4,170,9,0.0,0.0,12.0,70.0,0.0,0.0,140.0,0.0,0.0,0.0,300.0,0.0,0.0,522.0
openai-gpt-5.4,170,10,84.28,0.0,0.0,111.0,100.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,435.28
openai-gpt-5.4,170,11,0.0,0.0,3.0,111.0,0.0,0.0,140.0,0.0,0.0,0.0,300.0,0.0,0.0,554.0
openai-gpt-5.4,170,12,0.0,0.0,0.0,111.0,320.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,571.0
openai-gpt-5.4,170,13,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,411.0
openai-gpt-5.4,170,14,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0
openai-gpt-5.4,170,15,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0
openai-gpt-5.4,170,16,214.05,0.0,27.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.05
openai-gpt-5.4,170,17,0.0,0.0,2.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0
openai-gpt-5.4,170,18,444.45,0.0,0.0,156.0,420.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1024.45
openai-gpt-5.4,170,19,0.0,0.0,71.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,4.0,455.0
openai-gpt-5.4,170,20,0.0,0.0,48.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,132.0
openai-gpt-5.4,170,21,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,101.0
openai-gpt-5.4,170,22,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,72.0
openai-gpt-5.4,170,23,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0
openai-gpt-5.4,170,24,492.91,0.0,28.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,584.91
openai-gpt-5.4,170,25,0.0,0.0,8.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,72.0
openai-gpt-5.4,170,26,0.0,0.0,0.0,60.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,364.0
openai-gpt-5.4,172,1,100.04,0.0,69.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.04
openai-gpt-5.4,172,2,133.33,0.0,53.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.33
openai-gpt-5.4,172,3,0.0,0.0,26.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,114.0
openai-gpt-5.4,172,4,235.73,0.0,50.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,392.73
openai-gpt-5.4,172,5,211.32,0.0,27.0,153.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,4.0,481.32
openai-gpt-5.4,172,6,0.0,0.0,8.0,153.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,4.0,251.0
openai-gpt-5.4,172,7,0.0,0.0,10.0,153.0,0.0,0.0,206.0,0.0,0.0,0.0,300.0,0.0,4.0,673.0
